FGRef	BibTagId	Role	Word	After	WordClass	Person	Gender	Number	Tense	Voice	Mood	Degree	WordType	Domain	Frames	Referents	Discontinuous	Morphology	Lemma	Junction	Strong	ContextualGloss	Nesting
MAT_1:11w10	401zi	adv	ἐπὶ	 	pp									067002				PREP	ἐπί		1909	at [the time]	Conj-CL/Conj14CL/S-V-O-ADV/adv=PrepNp
MAT_1:11w11	40Hwt	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	of the	Conj-CL/Conj14CL/S-V-O-ADV/adv=PrepNp/DetNP
MAT_1:11w12	40XF6	adv	μετοικεσίας	 	n		f	s					com	085005				N-GSF	μετοικεσία		3350	carrying away	Conj-CL/Conj14CL/S-V-O-ADV/adv=PrepNp/DetNP/NPofNP
MAT_1:11w13	40DY3	adv	Βαβυλῶνος	.	n		f	s					PN	093002				N-GSF	Βαβυλών		897	to Babylon	Conj-CL/Conj14CL/S-V-O-ADV/adv=PrepNp/DetNP/NPofNP
MAT_1:12w1	40RsJ	adv	Μετὰ	 	pp									067002				PREP	μετά		3326	After	Conj-CL/Conj12CL/ADV-S-V-O/adv=PrepNp
MAT_1:12w2	40H2e		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL
MAT_1:12w3	40D6Y	adv	τὴν	 	det		f	s						092004				T-ASF	ὁ		3588	the	Conj-CL/Conj12CL/ADV-S-V-O/adv=PrepNp/DetNP
MAT_1:12w4	40SK5	adv	μετοικεσίαν	 	n		f	s					com	085005				N-ASF	μετοικεσία		3350	carrying away	Conj-CL/Conj12CL/ADV-S-V-O/adv=PrepNp/DetNP/NPofNP
MAT_1:12w5	40jV3	adv	Βαβυλῶνος	 	n		f	s					PN	093002				N-GSF	Βαβυλών		897	to Babylon	Conj-CL/Conj12CL/ADV-S-V-O/adv=PrepNp/DetNP/NPofNP
MAT_1:12w6	40u8h	s	Ἰεχονίας	 	n		m	s					PN	093001				N-NSM	Ἰεχονίας		2423	Jechoniah	Conj-CL/Conj12CL/ADV-S-V-O
MAT_1:12w7	40ure	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001012006 A1:n40001012009			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/ADV-S-V-O
MAT_1:12w8	40wC5	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/ADV-S-V-O/o=DetNP
MAT_1:12w9	40S1f	o	Σαλαθιήλ	,	n		m	s					PN	093001				N-PRI	Σαλαθιήλ		4528	Shealtiel	Conj-CL/Conj12CL/ADV-S-V-O/o=DetNP
MAT_1:12w10	40lBI	s	Σαλαθιὴλ	 	n		m	s					PN	093001				N-PRI	Σαλαθιήλ		4528	Shealtiel	Conj-CL/Conj12CL/S-V-O
MAT_1:12w11	40fZS		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:12w12	401fD	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001012010 A1:n40001012014			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:12w13	40LFA	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:12w14	40iSH	o	Ζοροβαβέλ	,	n		m	s					PN	093001				N-PRI	Ζοροβαβέλ		2216	Zerubbabel	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w1	40Lyr	s	Ζοροβαβὲλ	 	n		m	s					PN	093001				N-PRI	Ζοροβαβέλ		2216	Zerubbabel	Conj-CL/Conj12CL/S-V-O
MAT_1:13w2	40k1L		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:13w3	40klW	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001013001 A1:n40001013005			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:13w4	40ZdK	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w5	40MwD	o	Ἀβιούδ	,	n		m	s					PN	093001				N-PRI	Ἀβιούδ		10	Abiud	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w6	40sHh	s	Ἀβιοὺδ	 	n		m	s					PN	093001				N-PRI	Ἀβιούδ		10	Abiud	Conj-CL/Conj12CL/S-V-O
MAT_1:13w7	407bE		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:13w8	40JJ1	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001013006 A1:n40001013010			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:13w9	4061d	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w10	40pNp	o	Ἐλιακίμ	,	n		m	s					PN	093001				N-PRI	Ἐλιακίμ		1662	Eliakim	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w11	40Rjz	s	Ἐλιακὶμ	 	n		m	s					PN	093001				N-PRI	Ἐλιακίμ		1662	Eliakim	Conj-CL/Conj12CL/S-V-O
MAT_1:13w12	40PqN		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:13w13	40GyU	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001013011 A1:n40001013015			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:13w14	40D1i	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:13w15	401Nu	o	Ἀζώρ	,	n		m	s					PN	093001				N-PRI	Ἀζώρ		107	Azor	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w1	40AwD	s	Ἀζὼρ	 	n		m	s					PN	093001				N-PRI	Ἀζώρ		107	Azor	Conj-CL/Conj12CL/S-V-O
MAT_1:14w2	40u3n		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:14w3	40iyW	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001014001 A1:n40001014005			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:14w4	40ZwF	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w5	40S9Z	o	Σαδώκ	,	n		m	s					PN	093001				N-PRI	Σαδώκ		4524	Zadok	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w6	407Ev	s	Σαδὼκ	 	n		m	s					PN	093001				N-PRI	Σαδώκ		4524	Zadok	Conj-CL/Conj12CL/S-V-O
MAT_1:14w7	405J5		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:14w8	407Tq	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001014006 A1:n40001014010			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:14w9	40Srj	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w10	40TEK	o	Ἀχίμ	,	n		m	s					PN	093001				N-PRI	Ἀχίμ		885	Achim	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w11	40KKX	s	Ἀχὶμ	 	n		m	s					PN	093001				N-PRI	Ἀχίμ		885	Achim	Conj-CL/Conj12CL/S-V-O
MAT_1:14w12	40Q6k		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:14w13	40tK4	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001014011 A1:n40001014015			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:14w14	40Kts	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:14w15	40Tiz	o	Ἐλιούδ	,	n		m	s					PN	093001				N-PRI	Ἐλιούδ		1664	Eliud	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w1	40BwL	s	Ἐλιοὺδ	 	n		m	s					PN	093001				N-PRI	Ἐλιούδ		1664	Eliud	Conj-CL/Conj12CL/S-V-O
MAT_1:15w2	40Shq		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:15w3	40paH	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001015001 A1:n40001015005			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:15w4	40UZZ	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w5	40f6u	o	Ἐλεάζαρ	,	n		m	s					PN	093001				N-PRI	Ἐλεάζαρ		1648	Eleazar	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w6	407cR	s	Ἐλεάζαρ	 	n		m	s					PN	093001				N-PRI	Ἐλεάζαρ		1648	Eleazar	Conj-CL/Conj12CL/S-V-O
MAT_1:15w7	401fr		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:15w8	40tl6	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001015006 A1:n40001015010			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:15w9	40w7B	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w10	409No	o	Ματθάν	,	n		m	s					PN	093001				N-PRI	Ματθάν		3157	Matthan	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w11	405JZ	s	Ματθὰν	 	n		m	s					PN	093001				N-PRI	Ματθάν		3157	Matthan	Conj-CL/Conj12CL/S-V-O
MAT_1:15w12	407gY		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:15w13	40ED6	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001015011 A1:n40001015015			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:15w14	400yF	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:15w15	40u0N	o	Ἰακώβ	,	n		m	s					PN	093001				N-PRI	Ἰακώβ		2384	Jacob	Conj-CL/Conj12CL/S-V-O/o=DetNP
MAT_1:16w1	40NPz	s	Ἰακὼβ	 	n		m	s					PN	093001				N-PRI	Ἰακώβ		2384	Jacob	Conj-CL/Conj12CL/S-V-O
MAT_1:16w2	408QM		δὲ	 	conj									089015			true	CONJ	δέ		1161	then	Conj-CL/Conj12CL
MAT_1:16w3	40o4U	v	ἐγέννησεν	 	v	3		s	aorist	active	indicative			023003	A0:n40001016001 A1:n40001016005			V-AAI-3S	γεννάω		1080	begat	Conj-CL/Conj12CL/S-V-O
MAT_1:16w4	40ULP	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP
MAT_1:16w5	40rdz	o	Ἰωσὴφ	 	n		m	s					PN	093001				N-PRI	Ἰωσήφ		2501	Joseph	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP
MAT_1:16w6	40qEk	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP
MAT_1:16w7	40FmI	o	ἄνδρα	 	n		m	s					com	010004				N-ASM	ἀνήρ		435	husband	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP
MAT_1:16w8	40SNi	o	Μαρίας	,	n		f	s					PN	093001				N-GSF	Μαρία		3137	of Mary	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL
MAT_1:16w9	40Huj	adv	ἐξ	 	pp									089003				PREP	ἐκ		1537	out of	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/adv=PrepNp
MAT_1:16w10	40bA9	adv	ἧς	 	pron		f	s					relative	092006		1:16w8		R-GSF	ὅς		3739	whom	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/adv=PrepNp
MAT_1:16w11	40zsE	v	ἐγεννήθη	 	v	3		s	aorist	passive	indicative			023003	A1:n40001016012			V-API-3S	γεννάω		1080	was born	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S
MAT_1:16w12	40ktj	s	Ἰησοῦς	 	n		m	s					PN	093001				N-NSM	Ἰησοῦς		2424	Jesus	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/s=Np-Appos
MAT_1:16w13	40zls	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the [One]	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/s=Np-Appos/DetCL
MAT_1:16w14	40ELj	vc	λεγόμενος	 	v		m	s	present	passive	participle			033009		1:16w12		V-PPP-NSM	λέγω		3004	being called	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/s=Np-Appos/DetCL/VC-P
MAT_1:16w15	40AbT	p	χριστός	.	n		m	s					PN	093001				N-NSM	Χριστός		5547	Christ	Conj-CL/Conj12CL/S-V-O/o=Np-Appos/DetNP/NPofNP/NP-CL/ADV-V-S/s=Np-Appos/DetCL/VC-P
MAT_1:17w1	40lpZ	s	Πᾶσαι	 	adj		f	p						059003				A-NPF	πᾶς		3956	All	Conj-CL/Conj3CL/S-P/s=All-NP
MAT_1:17w2	407Vo		οὖν	 	conj									089008			true	CONJ	οὖν		3767	therefore	Conj-CL
MAT_1:17w3	40qF2	s	αἱ	 	det		f	p						092004				T-NPF	ὁ		3588	the	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP
MAT_1:17w4	40htT	s	γενεαὶ	 	n		f	p					com	010002				N-NPF	γενεά		1074	generations	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP/NpPp
MAT_1:17w5	40ZhG	s	ἀπὸ	 	pp									067006				PREP	ἀπό		575	from	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP/NpPp/2Pp/PrepNp
MAT_1:17w6	40nvp	s	Ἀβραὰμ	 	n		m	s					PN	093001				N-PRI	Ἀβραάμ		11	Abraham	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP/NpPp/2Pp/PrepNp
MAT_1:17w7	403rB	s	ἕως	 	pp									067006				ADV	ἕως		2193	to	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP/NpPp/2Pp/PrepNp
MAT_1:17w8	40pH9	s	Δαυὶδ	 	n		m	s					PN	093001				N-PRI	Δαυίδ		1138	David [were]	Conj-CL/Conj3CL/S-P/s=All-NP/DetNP/NpPp/2Pp/PrepNp
MAT_1:17w9	40OGo	p	γενεαὶ	 	n		f	p					com	010002				N-NPF	γενεά		1074	generations	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:17w10	40gMe	p	δεκατέσσαρες	,	adj		f	p						060002				A-NPF	δεκατέσσαρες		1180	fourteen	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:17w11	401Q1		καὶ	 	conj									089015				CONJ	καί		2532	and	Conj-CL/Conj3CL
MAT_1:17w12	40Ffj	s	ἀπὸ	 	pp									067006				PREP	ἀπό		575	from	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp
MAT_1:17w13	40qib	s	Δαυὶδ	 	n		m	s					PN	093001				N-PRI	Δαυίδ		1138	David	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp
MAT_1:17w14	40oIz	s	ἕως	 	pp									067006				ADV	ἕως		2193	until	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp
MAT_1:17w15	40RO2	s	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP
MAT_1:17w16	40Rkk	s	μετοικεσίας	 	n		f	s					com	085005				N-GSF	μετοικεσία		3350	carrying away	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP/NPofNP
MAT_1:17w17	40KLV	s	Βαβυλῶνος	 	n		f	s					PN	093002				N-GSF	Βαβυλών		897	to Babylon	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP/NPofNP
MAT_1:17w18	40OJ4	p	γενεαὶ	 	n		f	p					com	010002				N-NPF	γενεά		1074	generations	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:17w19	40VMb	p	δεκατέσσαρες	,	adj		f	p						060002				A-NPF	δεκατέσσαρες		1180	fourteen	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:17w20	40i52		καὶ	 	conj									089015				CONJ	καί		2532	and	Conj-CL/Conj3CL
MAT_1:17w21	40y56	s	ἀπὸ	 	pp									067006				PREP	ἀπό		575	from	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp
MAT_1:17w22	405lG	s	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP
MAT_1:17w23	40cIE	s	μετοικεσίας	 	n		f	s					com	085005				N-GSF	μετοικεσία		3350	carrying away	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP/NPofNP
MAT_1:17w24	409Ce	s	Βαβυλῶνος	 	n		f	s					PN	093002				N-GSF	Βαβυλών		897	to Babylon	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP/NPofNP
MAT_1:17w25	40PSP	s	ἕως	 	pp									067006				ADV	ἕως		2193	until	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp
MAT_1:17w26	40vab	s	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	the	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP
MAT_1:17w27	40EeW	s	χριστοῦ	 	n		m	s					PN	053009				N-GSM	Χριστός		5547	Christ	Conj-CL/Conj3CL/S-P/s=2Pp/PrepNp/DetNP
MAT_1:17w28	40thu	p	γενεαὶ	 	n		f	p					com	010002				N-NPF	γενεά		1074	generations	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:17w29	40XUv	p	δεκατέσσαρες	.	adj		f	p						060002				A-NPF	δεκατέσσαρες		1180	fourteen	Conj-CL/Conj3CL/S-P/p=NpAdjp
MAT_1:18w1	40MYJ	s	Τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	-	Conj-CL/S-P-VC/s=ofNPNP/DetNP
MAT_1:18w2	4097z		δὲ	 	conj												true	CONJ	δέ		1161	Now	Conj-CL
MAT_1:18w3	409rg	s	Ἰησοῦ	 	n		m	s					PN	093001				N-GSM	Ἰησοῦς		2424	of Jesus	Conj-CL/S-P-VC/s=ofNPNP/DetNP/Np-Appos
MAT_1:18w4	40Ys2	s	χριστοῦ	 	n		m	s					PN	093001				N-GSM	Χριστός	apposition	5547	Christ	Conj-CL/S-P-VC/s=ofNPNP/DetNP/Np-Appos
MAT_1:18w5	40awV	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	Conj-CL/S-P-VC/s=ofNPNP/DetNP
MAT_1:18w6	40g3z	s	γένεσις	 	n		f	s					com	023003				N-NSF	γένεσις		1078	birth	Conj-CL/S-P-VC/s=ofNPNP/DetNP
MAT_1:18w7	40QRv	p	οὕτως	 	adv									061				ADV	οὕτω(ς)		3779	thus	Conj-CL/S-P-VC
MAT_1:18w8	40tzT	vc	ἦν	.	v	3		s	imperfect	active	indicative			013001				V-IAI-3S	εἰμί		2258	came about	Conj-CL/S-P-VC
MAT_1:18w9	40pF4	v	μνηστευθείσης	 	v		f	s	aorist	passive	participle			034010	A1:n40001018011 A2:n40001018015			V-APP-GSF	μνηστεύομαι		3423	Having been pledged	ClCl2/V-S-IO
MAT_1:18w10	40h4j	s	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	ClCl2/V-S-IO/s=Np-Appos/DetNP
MAT_1:18w11	40v9b	s	μητρὸς	 	n		f	s					com	010002				N-GSF	μήτηρ		3384	mother	ClCl2/V-S-IO/s=Np-Appos/DetNP/NPofNP
MAT_1:18w12	40Wg0	s	αὐτοῦ	 	pron		m	s					personal	092004		1:18w3		P-GSM	αὐτός		846	of Him	ClCl2/V-S-IO/s=Np-Appos/DetNP/NPofNP
MAT_1:18w13	40bBF	s	Μαρίας	 	n		f	s					PN	093001				N-GSF	Μαρία	apposition	3137	Mary	ClCl2/V-S-IO/s=Np-Appos
MAT_1:18w14	405re	io	τῷ	 	det		m	s						092004				T-DSM	ὁ		3588	-	ClCl2/V-S-IO/io=DetNP
MAT_1:18w15	40Nig	io	Ἰωσήφ	,	n		m	s					PN	093001				N-PRI	Ἰωσήφ		2501	to Joseph	ClCl2/V-S-IO/io=DetNP
MAT_1:18w16	40fte	adv	πρὶν	 	adv									067002				ADV	πρίν		4250	before	ClCl2/ADV-V-O/adv=AdvpCL
MAT_1:18w17	40Pwv	adv	ἢ	 	conj													PRT	ἤ		2228	rather	ClCl2/ADV-V-O/adv=AdvpCL/sub-CL
MAT_1:18w18	40nGd	v	συνελθεῖν	 	v				aorist	active	infinitive			023004	A0:n40001018019			V-2AAN	συνέρχομαι		4905	coming together	ClCl2/ADV-V-O/adv=AdvpCL/sub-CL/V-S
MAT_1:18w19	40SZf	s	αὐτοὺς	 	pron		m	p					personal	092004		1:18w11;1:18w15		P-APM	ἑαυτοῦ		848	of them	ClCl2/ADV-V-O/adv=AdvpCL/sub-CL/V-S
MAT_1:18w20	409nu	v	εὑρέθη	 	v	3		s	aorist	passive	indicative			027001		1:18w11		V-API-3S	εὑρίσκω		2147	she was found	ClCl2/ADV-V-O
MAT_1:18w21	40MJ2	adv	ἐν	 	pp									023003				PREP	ἐν		1722	in	ClCl2/ADV-V-O/o=ADV-V-ADV/adv=PrepNp
MAT_1:18w22	40xqD	adv	γαστρὶ	 	n		f	s					com	023003				N-DSF	γαστήρ		1064	womb	ClCl2/ADV-V-O/o=ADV-V-ADV/adv=PrepNp
MAT_1:18w23	40wdf	v	ἔχουσα	 	v		f	s	present	active	participle			023003	A0:n40001018011	1:18w11		V-PAP-NSF	ἔχω		2192	having [a child]	ClCl2/ADV-V-O/o=ADV-V-ADV
MAT_1:18w24	40qbR	adv	ἐκ	 	pp									090003				PREP	ἐκ		1537	out of	ClCl2/ADV-V-O/o=ADV-V-ADV/adv=PrepNp
MAT_1:18w25	40mnH	adv	πνεύματος	 	n		n	s					com	012001				N-GSN	πνεῦμα		4151	[the] Spirit	ClCl2/ADV-V-O/o=ADV-V-ADV/adv=PrepNp/NpAdjp
MAT_1:18w26	401ot	adv	ἁγίου	.	adj		n	s						088003				A-GSN	ἅγιος		40	Holy	ClCl2/ADV-V-O/o=ADV-V-ADV/adv=PrepNp/NpAdjp
MAT_1:19w1	40cML	s	Ἰωσὴφ	 	n		m	s					PN	093001				N-PRI	Ἰωσήφ		2501	Joseph	Conj-CL/S-ADV-V-O/s=Np-Appos
MAT_1:19w2	400FM		δὲ	 	conj									089015			true	CONJ	δέ		1161	now	Conj-CL
MAT_1:19w3	40Eiz	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	Conj-CL/S-ADV-V-O/s=Np-Appos/DetNP
MAT_1:19w4	40GX1	s	ἀνὴρ	 	n		m	s					com	010004				N-NSM	ἀνήρ		435	husband	Conj-CL/S-ADV-V-O/s=Np-Appos/DetNP/NPofNP
MAT_1:19w5	40Y8r	s	αὐτῆς	,	pron		f	s					personal	092004		1:18w11		P-GSF	αὐτός		846	of her	Conj-CL/S-ADV-V-O/s=Np-Appos/DetNP/NPofNP
MAT_1:19w6	40P7f	p	δίκαιος	 	adj		m	s						088002				A-NSM	δίκαιος		1342	righteous	Conj-CL/S-ADV-V-O/adv=CLaCL/P-VC
MAT_1:19w7	403hc	vc	ὢν	 	v		m	s	present	active	participle			013001		1:19w1		V-PAP-NSM	εἰμί		5607	being	Conj-CL/S-ADV-V-O/adv=CLaCL/P-VC
MAT_1:19w8	40P6g	adv	καὶ	 	conj									089017				CONJ	καί		2532	and	Conj-CL/S-ADV-V-O/adv=CLaCL
MAT_1:19w9	40FNN	adv	μὴ	 	adv									069002				PRT-N	μή		3361	not	Conj-CL/S-ADV-V-O/adv=CLaCL/ADV-V-O
MAT_1:19w10	406wt	v	θέλων	 	v		m	s	present	active	participle			025001	A0:n40001019001 A1:n40001019012	1:19w1		V-PAP-NSM	θέλω		2309	willing	Conj-CL/S-ADV-V-O/adv=CLaCL/ADV-V-O
MAT_1:19w11	40BXG	o	αὐτὴν	 	pron		f	s					personal	092004		1:18w11		P-ASF	ἑαυτοῦ		848	her	Conj-CL/S-ADV-V-O/adv=CLaCL/ADV-V-O/o=O-V
MAT_1:19w12	40kjc	v	δειγματίσαι	,	v				aorist	active	infinitive			025018	A0:n40001019001 A1:n40001019011	1:19w1		V-AAN	δειγματίζω		1165	to expose publicly	Conj-CL/S-ADV-V-O/adv=CLaCL/ADV-V-O/o=O-V
MAT_1:19w13	409pz	v	ἐβουλήθη	 	v	3		s	aorist	passive	indicative			030004	A1:n40001019001 A1:n40001019015			V-AOI-3S	βούλομαι		1014	purposed	Conj-CL/S-ADV-V-O
MAT_1:19w14	40cU8	adv	λάθρᾳ	 	adv									028005				ADV	λάθρᾳ		2977	secretly	Conj-CL/S-ADV-V-O/o=ADV-V-O
MAT_1:19w15	40eX3	v	ἀπολῦσαι	 	v				aorist	active	infinitive			034010	A0:n40001019001 A1:n40001019016	1:19w1		V-AAN	ἀπολύω		630	to send away	Conj-CL/S-ADV-V-O/o=ADV-V-O
MAT_1:19w16	40M2W	o	αὐτήν	.	pron		f	s					personal	092004		1:18w11		P-ASF	ἑαυτοῦ		848	her	Conj-CL/S-ADV-V-O/o=ADV-V-O
MAT_1:20w1	40UrM	o	ταῦτα	 	pron		n	p					demonstrative	092007				D-APN	οὗτος		5023	These things	Conj-CL/topic=O-S-V
MAT_1:20w2	409Ug		δὲ	 	conj									089023			true	CONJ	δέ		1161	now	Conj-CL
MAT_1:20w3	40MyJ	s	αὐτοῦ	 	pron		m	s					personal	092004		1:19w1		P-GSM	αὐτός		846	of him	Conj-CL/topic=O-S-V
MAT_1:20w4	40Exx	v	ἐνθυμηθέντος	 	v		m	s	aorist	passive	participle			030001	A1:n40001020001 A0:n40001020003			V-AOP-GSM	ἐνθυμέομαι		1760	having pondered	Conj-CL/topic=O-S-V
MAT_1:20w5	40LhB	aux	ἰδοὺ	 	ptcl	2		s	aorist	middle	imperative			091003				V-2AMM-2S	ἰδού		2400	behold	Conj-CL/Intj2CL
MAT_1:20w6	40Nug	s	ἄγγελος	 	n		m	s					com	012001				N-NSM	ἄγγελος		32	an angel	Conj-CL/s=NPofNP
MAT_1:20w7	40Sd9	s	κυρίου	 	n		m	s					com	012001				N-GSM	κύριος		2962	of [the] Lord	Conj-CL/s=NPofNP
MAT_1:20w8	401xJ	adv	κατ	’	pp													PREP	κατά		2596	in	Conj-CL/adv=PrepNp
